Semana,Mes,Ruta,Intensidad,Onda,Patron Activo,Patron Activo 2,Categoría
36,9,NC,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
37,10,NC,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
38,10,NC,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
39,10,NC,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
40,10,NC,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
41,11,NC,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
42,11,NC,85,🌊 Senoidal,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
43,11,NC,95,🌊 Senoidal,Nordic Curl,NC,INF CADERA
44,11,NC,70,🌊 Senoidal,Hip Dominant,INF CADERA,INF CADERA
45,12,NC,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
46,12,NC,85,🌊 Senoidal,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
47,12,NC,95,⚡ Shockwave,Nordic Curl,NC,INF CADERA
48,12,NC,70,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
49,13,NC,75,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
50,13,NC,85,⚡ Shockwave,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
51,13,NC,95,⚡ Shockwave,Nordic Curl,NC,INF CADERA
52,13,NC,70,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
1,1,QC,75,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
2,1,QC,85,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
3,1,QC,75,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
4,1,QC,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
5,2,QC,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
6,2,QC,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
7,2,QC,75,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
8,2,QC,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
9,3,QC,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF RODILLA
10,3,QC,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
11,3,QC,75,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
12,3,QC,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
13,4,QC,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF RODILLA
14,4,QC,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
15,4,QC,75,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
16,4,QC,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
17,5,QC,60,📐 Triangular,General Lower (Hip + Knee),LOWER,INF RODILLA
18,5,QC,75,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
19,5,QC,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
20,5,QC,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
21,6,QC,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
22,6,QC,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
23,6,QC,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
24,6,QC,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
25,7,QC,55,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
26,7,QC,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
27,7,QC,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
28,7,QC,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
29,8,QC,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
30,8,QC,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
31,8,QC,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
32,8,QC,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
33,9,QC,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
34,9,QC,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
35,9,QC,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
36,9,QC,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
37,10,QC,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
38,10,QC,85,🌊 Senoidal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
39,10,QC,95,🌊 Senoidal,Quad Curl ,Quad Curl ,INF RODILLA
40,10,QC,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
41,11,QC,55,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF RODILLA
42,11,QC,85,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
43,11,QC,95,⚡ Shockwave,Quad Curl ,Quad Curl ,INF RODILLA
44,11,QC,75,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
45,12,QC,60,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF RODILLA
46,12,QC,85,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
47,12,QC,95,⚡ Shockwave,Quad Curl ,Quad Curl ,INF RODILLA
48,12,QC,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
49,13,QC,75,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
50,13,QC,95,⚡ Shockwave,Quad Curl ,Quad Curl ,INF RODILLA
51,13,QC,95,⚡ Shockwave,Quad Curl ,Quad Curl ,INF RODILLA
52,13,QC,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
1,1,SS,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF RODILLA
2,1,SS,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
3,1,SS,75,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
4,1,SS,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
5,2,SS,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF RODILLA
6,2,SS,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
7,2,SS,75,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
8,2,SS,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
9,3,SS,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF RODILLA
10,3,SS,70,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
11,3,SS,75,📐 Triangular,Knee Dominant,INF RODILLA,INF RODILLA
12,3,SS,80,📐 Triangular,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
13,4,SS,60,📐 Triangular,General Lower (Hip + Knee),LOWER,INF RODILLA
14,4,SS,75,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
15,4,SS,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
16,4,SS,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
17,5,SS,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
18,5,SS,75,🔄 Fractal,Knee Dominant,INF RODILLA,INF RODILLA
19,5,SS,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
20,5,SS,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
21,6,SS,55,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
22,6,SS,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
23,6,SS,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
24,6,SS,80,🔄 Fractal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
25,7,SS,55,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
26,7,SS,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF RODILLA
27,7,SS,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
28,7,SS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
29,8,SS,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
30,8,SS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
31,8,SS,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
32,8,SS,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF RODILLA
33,9,SS,55,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF RODILLA
34,9,SS,85,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
35,9,SS,95,⚡ Shockwave,Sissy Squat,SS,INF RODILLA
36,9,SS,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
37,10,SS,55,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF RODILLA
38,10,SS,85,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
39,10,SS,95,⚡ Shockwave,Sissy Squat,SS,INF RODILLA
40,10,SS,75,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
41,11,SS,60,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF RODILLA
42,11,SS,85,⚡ Shockwave,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
43,11,SS,95,⚡ Shockwave,Sissy Squat,SS,INF RODILLA
44,11,SS,70,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
45,12,SS,75,⚡ Shockwave,Knee Dominant,INF RODILLA,INF RODILLA
46,12,SS,95,🌊 Senoidal,Sissy Squat,SS,INF RODILLA
47,12,SS,75,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
48,12,SS,80,🌊 Senoidal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
49,13,SS,75,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
50,13,SS,85,🌊 Senoidal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
51,13,SS,75,🌊 Senoidal,Knee Dominant,INF RODILLA,INF RODILLA
52,13,SS,80,🌊 Senoidal,Knee Dominant (Quad + Glute),INF RODILLA ,INF RODILLA
1,1,HT,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
2,1,HT,70,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
3,1,HT,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
4,1,HT,80,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
5,2,HT,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
6,2,HT,70,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
7,2,HT,75,🔄 Fractal,Hip Dominant,INF CADERA,INF CADERA
8,2,HT,80,🔄 Fractal,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
9,3,HT,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
10,3,HT,75,🔄 Fractal,Hip Dominant,INF CADERA,INF CADERA
11,3,HT,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
12,3,HT,80,🔄 Fractal,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
13,4,HT,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
14,4,HT,75,🔄 Fractal,Hip Dominant,INF CADERA,INF CADERA
15,4,HT,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
16,4,HT,80,🔄 Fractal,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
17,5,HT,55,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
18,5,HT,60,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
19,5,HT,65,🔄 Fractal,General Lower (Hip + Knee),LOWER,INF CADERA
20,5,HT,70,⚡ Shockwave,Hip Dominant,INF CADERA,INF CADERA
21,6,HT,55,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
22,6,HT,60,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
23,6,HT,65,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
24,6,HT,60,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
25,7,HT,55,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
26,7,HT,60,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
27,7,HT,55,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
28,7,HT,60,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
29,8,HT,55,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
30,8,HT,60,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
31,8,HT,65,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
32,8,HT,60,⚡ Shockwave,General Lower (Hip + Knee),LOWER,INF CADERA
33,9,HT,55,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
34,9,HT,60,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
35,9,HT,65,🌊 Senoidal,General Lower (Hip + Knee),LOWER,INF CADERA
36,9,HT,70,🌊 Senoidal,Hip Dominant,INF CADERA,INF CADERA
37,10,HT,75,🌊 Senoidal,Hip Dominant,INF CADERA,INF CADERA
38,10,HT,85,🌊 Senoidal,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
39,10,HT,95,🌊 Senoidal,Hip Thrust,HT,INF CADERA
40,10,HT,70,🌊 Senoidal,Hip Dominant,INF CADERA,INF CADERA
41,11,HT,75,🌊 Senoidal,Hip Dominant,INF CADERA,INF CADERA
42,11,HT,85,🌊 Senoidal,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
43,11,HT,95,🌊 Senoidal,Hip Thrust,HT,INF CADERA
44,11,HT,70,🌊 Senoidal,Hip Dominant,INF CADERA,INF CADERA
45,12,HT,75,🌊 Senoidal,Hip Dominant,INF CADERA,INF CADERA
46,12,HT,85,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
47,12,HT,95,📐 Triangular,Hip Thrust,HT,INF CADERA
48,12,HT,80,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
49,13,HT,65,📐 Triangular,General Lower (Hip + Knee),LOWER,INF CADERA
50,13,HT,70,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
51,13,HT,75,📐 Triangular,Hip Dominant,INF CADERA,INF CADERA
52,13,HT,80,📐 Triangular,Hip Dominant (Glute + Isquio),INF CADERA,INF CADERA
