PATRON PRINCIPAL,CATEGORIA PRINCIPAL,CATEGORIA SECUNDARIA,Ejercicio,Ejercicio 2,Posicion,Esfuerzo,Nivel,Código Numérico,Dificultad Relativa,Ruta,Movilidad Relacionada A
PULL,CORE ANTERIOR,CORE ANTERIOR,BOAT TUCK,BOAT,TUCK,ISO.,alfa,1,1,FL,
PULL,CORE ANTERIOR,CORE ANTERIOR,BOAT TUCK,BOAT,TUCK,CON.,alfa,1,1,FL,
PULL,CORE ANTERIOR,PULL HORIZONTAL (BENT ARM),DF  TUCK,DF ,TUCK,ISO.,alfa,1,1,FL,
PULL,CORE ANTERIOR,PULL HORIZONTAL (BENT ARM),DF  INV,DF ,INV,ISO.,alfa,1,1,FL,
PULL,CORE ANTERIOR,CORE ANTERIOR,BOAT STR,BOAT,STR,ISO.,alfa,1,2,FL,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM),HANG PASIVO VERTICAL,HANG PASIVO,VERTICAL,ISO.,alfa,1,2,FL,
PULL,CORE ANTERIOR,CORE ANTERIOR,BOAT STR,BOAT,STR,CON.,alfa,1,2,FL,
PULL,CORE ANTERIOR,CORE ANTERIOR,BOAT TO INV TUCK,BOAT TO INV,TUCK,CON.,alfa,1,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF TO INV. PIKE,DF TO INV.,PIKE,EXC.,alfa,1,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF  TUCK,DF ,TUCK,EXC.,alfa,1,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF  ADV TUCK,DF ,ADV TUCK,ISO.,alfa,1,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA TUCK,DF SA,TUCK,ISO.,alfa,1,2,FL,
PULL,PULL VERTICAL,PULL HORIZONTAL (STRAIGHT ARM),SCAPULA RETRAC. VERTICAL,SCAPULA RETRAC.,VERTICAL,CON.,alfa,1,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ICM BOX ASSISTED HORIZONTAL,ICM BOX ASSISTED,HORIZONTAL,EXC.,alfa,1,3,FL,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM),HANG ACTIVO VERTICAL,HANG ACTIVO,VERTICAL,ISO.,alfa,1,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF TO INV. PIKE,DF TO INV.,PIKE,CON.,alfa,1,3,FL,
PULL,CORE ANTERIOR,CORE ANTERIOR,BOAT FULL,BOAT,FULL,ISO.,alfa,1,3,FL,
PULL,CORE ANTERIOR,CORE ANTERIOR,BOAT FULL,BOAT,FULL,CON.,alfa,1,3,FL,
PULL,CORE ANTERIOR,CORE ANTERIOR,BOAT TO INV. FULL,BOAT TO INV.,FULL,CON.,alfa,1,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA TUCK,DF SA,TUCK,EXC.,alfa,1,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA ADV TUCK,DF SA,ADV TUCK,ISO.,alfa,1,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF  TUCK,DF ,TUCK,CON.,alfa,1,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF  ADV TUCK,DF ,ADV TUCK,EXC.,alfa,1,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF  STR,DF ,STR,ISO.,alfa,1,3,FL,
PULL,CORE ANTERIOR,CORE ANTERIOR,BOAT FULL,BOAT,FULL,CON.,alfa,1,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ICM BOX ASSISTED HORIZONTAL,ICM BOX ASSISTED,HORIZONTAL,CON.,alfa,1,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP TUCK,DP,TUCK,ISO.,delta,2,1,FL,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM),SCAPULA RETRAC. TO 90 VERTICAL,SCAPULA RETRAC. TO 90,VERTICAL,CON.,delta,2,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA TUCK,DF SA,TUCK,CON.,delta,2,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA ADV TUCK,DF SA,ADV TUCK,EXC.,delta,2,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF  ADV TUCK,DF ,ADV TUCK,CON.,delta,2,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF  O.L,DF ,O.L,ISO.,delta,2,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ICM TUCK,ICM,TUCK,CON.,delta,2,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL  TUCK,FL ,TUCK,ISO.,delta,2,1,FL,
PULL,PULL HORIZONTAL ,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS  TUCK,FL PRESS ,TUCK,EXC.,delta,2,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF STR,DF,STR,EXC.,delta,2,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF SA STR,DF SA,STR,ISO.,delta,2,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF  FULL,DF ,FULL,ISO.,delta,2,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN  TUCK,ELBOW VICTORIAN ,TUCK,ISO.,delta,2,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP  TUCK,DP ,TUCK,EXC.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),YEWKIES  TUCK,YEWKIES ,TUCK,CON.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),INV BAR ADV TUCK,INV BAR,ADV TUCK,ISO.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ICM  ADV TUCK,ICM ,ADV TUCK,CON.,delta,2,2,FL,
PULL,PULL HORIZONTAL ,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS TUCK,FL PRESS,TUCK,CON.,delta,2,2,FL,
PULL,PULL HORIZONTAL ,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS TO 90 TUCK,FL PRESS TO 90,TUCK,CON.,delta,2,2,FL,
PULL,PULL HORIZONTAL ,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS 90 TO INV. TUCK,FL PRESS 90 TO INV.,TUCK,CON.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL  ADV TUCK,FL ,ADV TUCK,ISO.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS ADV TUCK,FL PRESS,ADV TUCK,EXC.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA ADV TUCK,DF SA,ADV TUCK,CON.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA HALF LAYOUT,DF SA,HALF LAYOUT,ISO.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA STR,DF SA,STR,EXC.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF STR,DF,STR,CON.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF O.L,DF,O.L,CON.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),DF FULL,DF,FULL,EXC.,delta,2,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN  TUCK,ELBOW VICTORIAN ,TUCK,CON.,delta,2,2,FL,
PULL,PULL HORIZONTAL ,PULL HORIZONTAL (STRAIGHT ARM),FL  SUPER ADV ,FL ,SUPER ADV ,ISO.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),YEWKIES ADV TUCK,YEWKIES,ADV TUCK,CON.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),INV BAR STR,INV BAR,STR,ISO.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ICM STR,ICM,STR,CON.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS ADV TUCK,FL PRESS,ADV TUCK,CON.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS 90 TO INV. ADV TUCK,FL PRESS 90 TO INV.,ADV TUCK,CON.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS TO 90 ADV TUCK,FL PRESS TO 90,ADV TUCK,CON.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN TUCK,ELBOW VICTORIAN,TUCK,CON.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS SUPER ADV,FL PRESS,SUPER ADV,EXC.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP  TUCK,DP ,TUCK,CON.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA FULL,DF SA,FULL,ISO.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA HALF LAYOUT,DF SA,HALF LAYOUT,EXC.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA STR,DF SA,STR,CON.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF FULL,DF,FULL,CON.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),INV BAR INV,INV BAR,INV,ISO.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),YEWKIES SUPER ADV,YEWKIES,SUPER ADV,CON.,delta,2,3,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA FULL,DF SA,FULL,EXC.,sigma,3,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA HALF LAYOUT,DF SA,HALF LAYOUT,CON.,sigma,3,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP SUPER ADV,DP,SUPER ADV,ISO.,sigma,3,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),INV DEADLIFT STR,INV DEADLIFT,STR,CON.,sigma,3,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN TUCK,ELBOW VICTORIAN,TUCK,ISO.,sigma,3,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN ADV TUCK,ELBOW VICTORIAN,ADV TUCK,CON.,sigma,3,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP ADV TUCK,DP,ADV TUCK,CON.,sigma,3,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ICM FULL,ICM,FULL,CON.,sigma,3,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS STRADDLE,FL PRESS,STRADDLE,EXC.,sigma,3,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),YEWKIES STR,YEWKIES,STR,CON.,sigma,3,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS SUPER ADV,FL PRESS,SUPER ADV,CON.,sigma,3,1,FL,
PULL,PULL HORIZONTAL ,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS TO 90 SUPER ADV,FL PRESS TO 90,SUPER ADV,CON.,sigma,3,1,FL,
PULL,PULL HORIZONTAL ,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS 90 TO INV. SUPER ADV,FL PRESS 90 TO INV.,SUPER ADV,CON.,sigma,3,1,FL,
PULL,PULL HORIZONTAL ,PULL HORIZONTAL (STRAIGHT ARM),FL  STR,FL ,STR,ISO.,sigma,3,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DF SA FULL,DF SA,FULL,CON.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN  ADV TUCK,ELBOW VICTORIAN ,ADV TUCK,ISO.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN  SUPER ADV,ELBOW VICTORIAN ,SUPER ADV,CON.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP SUPER ADV,DP,SUPER ADV,EXC.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),YEWKIES FULL,YEWKIES,FULL,CON.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS  HALF LAYOUT,FL PRESS ,HALF LAYOUT,EXC.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL HALF LAYOUT,FL,HALF LAYOUT,ISO.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS 90 TO INV STR,FL PRESS 90 TO INV,STR,CON.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),INV DEADLIFT FULL FULL,INV DEADLIFT FULL,FULL,CON.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS  STR,FL PRESS ,STR,CON.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS TO 90 STR,FL PRESS TO 90,STR,CON.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS 90 TO INV STR,FL PRESS 90 TO INV,STR,CON.,sigma,3,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP  SUPER ADV,DP ,SUPER ADV,CON.,omega,4,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN  SUPER ADV,ELBOW VICTORIAN ,SUPER ADV,ISO.,omega,4,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN  STR,ELBOW VICTORIAN ,STR,CON.,omega,4,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS  HALF LAYOUT,FL PRESS ,HALF LAYOUT,CON.,omega,4,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS TO 90 HALF LAYOUT,FL PRESS TO 90,HALF LAYOUT,CON.,omega,4,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS 90 TO INV HALF LAYOUT,FL PRESS 90 TO INV,HALF LAYOUT,CON.,omega,4,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL  FULL,FL ,FULL,ISO.,omega,4,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS  FULL,FL PRESS ,FULL,EXC.,omega,4,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP  STR,DP ,STR,EXC.,omega,4,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN  STR,ELBOW VICTORIAN ,STR,ISO.,omega,4,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN  STR,ELBOW VICTORIAN ,STR,ISO.,omega,4,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP  STR,DP ,STR,CON.,omega,4,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP  HALF LAYOUT,DP ,HALF LAYOUT,EXC.,omega,4,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL WIDE PRESS FULL,FL WIDE PRESS,FULL,EXC.,omega,4,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL WIDE FULL,FL WIDE,FULL,ISO.,omega,4,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS  FULL,FL PRESS ,FULL,CON.,omega,4,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS TO 90 FULL,FL PRESS TO 90,FULL,CON.,omega,4,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL PRESS 90 TO INV FULL,FL PRESS 90 TO INV,FULL,CON.,omega,4,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN  FULL,ELBOW VICTORIAN ,FULL,CON.,spartan,5,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL WIDE FULL,FL WIDE,FULL,ISO.,spartan,5,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP  HALF LAYOUT,DP ,HALF LAYOUT,CON.,spartan,5,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP FULL,DP,FULL,EXC.,spartan,5,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL WIDE FULL,FL WIDE,FULL,EXC.,spartan,5,1,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),ELBOW VICTORIAN  FULL,ELBOW VICTORIAN ,FULL,ISO.,spartan,5,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),DP  FULL,DP ,FULL,CON.,spartan,5,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL WIDE PRESS FULL,FL WIDE PRESS,FULL,CON.,spartan,5,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL WIDE PRESS TO 90 FULL,FL WIDE PRESS TO 90,FULL,CON.,spartan,5,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FL WIDE PRESS 90 TO INV FULL,FL WIDE PRESS 90 TO INV,FULL,CON.,spartan,5,2,FL,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (STRAIGHT ARM),FALSE GRIP VICTORIAN ASSISTED FULL,FALSE GRIP VICTORIAN ASSISTED,FULL,ISO.,spartan,5,2,FL,
MOVILIDAD,BRIDGE,PULL ,CAT COW ,CAT COW,,CON.,alfa,1,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,TABLE  ,TABLE ,,ISO.,alfa,1,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,TABLE  ,TABLE ,,CON.,alfa,1,2,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,SHOULDER BRIDGE  ,SHOULDER BRIDGE ,,ISO.,alfa,1,2,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,TABLE TWIST ,TABLE TWIST,,CON.,alfa,1,3,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,SHOULDER BRIDGE  ,SHOULDER BRIDGE ,,CON.,alfa,1,3,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,SEAL REPS ,SEAL REPS,,CON.,delta,2,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,SUSPENDED SEAL ,SUSPENDED SEAL,,ISO.,delta,2,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,SEAL PUSH UP ,SEAL PUSH UP,,CON.,delta,2,2,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,WALL BRIDGE ,WALL BRIDGE,,CON.,delta,2,2,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,LOW BRIDGE  ,LOW BRIDGE ,,ISO.,delta,2,3,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,LOW BRIDGE ,LOW BRIDGE,,CON.,delta,2,3,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,LOW BRIDGE ONE LEG ,LOW BRIDGE ONE LEG,,CON.,sigma,3,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,ELBOW BRIDGE  ,ELBOW BRIDGE ,,ISO.,sigma,3,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,ELBOW BRIDGE ONE LEG ,ELBOW BRIDGE ONE LEG,,CON.,sigma,3,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,ELBOW BRIDGE ,ELBOW BRIDGE,,CON.,sigma,3,2,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,LOW BRIDGE ,LOW BRIDGE,,CON.,sigma,3,2,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,LOW BRIDGE TWIST ,LOW BRIDGE TWIST,,CON.,sigma,3,2,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,MID BRIDGE  ,MID BRIDGE ,,ISO.,omega,4,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,MID BRIDGE ONE LEG ,MID BRIDGE ONE LEG,,CON.,omega,4,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,MID BRIDGE ,MID BRIDGE,,CON.,omega,4,2,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,MID BRIDGE TWIST ,MID BRIDGE TWIST,,CON.,omega,4,2,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,FULL BRIDGE  ,FULL BRIDGE ,,ISO.,spartan,5,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,FULL BRIDGE ONE LEG ,FULL BRIDGE ONE LEG,,ISO.,spartan,5,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,FULL BRIDGE ONE ARM ,FULL BRIDGE ONE ARM,,ISO.,spartan,5,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,FULL BRIDGE ,FULL BRIDGE,,CON.,spartan,5,1,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,FULL BRIDGE TWIST ,FULL BRIDGE TWIST,,CON.,spartan,5,2,BRIDGE,FL
MOVILIDAD,BRIDGE,PULL ,FULL BRIDGE WALL WALK ,FULL BRIDGE WALL WALK,,CON.,spartan,5,2,BRIDGE,FL
CORE,CORE ANTERIOR,ABS,ABS  CRUNCH,ABS ,CRUNCH,CON.,alfa,1,1,TTB,
CORE,CORE ANTERIOR,ABS,ABS SIDE  CRUNCH,ABS SIDE ,CRUNCH,CON.,alfa,1,1,TTB,
CORE,CORE ANTERIOR,ABS,ABS HEEL TOUCH  CRUNCH,ABS HEEL TOUCH ,CRUNCH,CON.,alfa,1,1,TTB,
CORE,CORE ANTERIOR,ABS,ABS  TUCK,ABS ,TUCK,CON.,alfa,1,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB 90 TUCK,TTB 90,TUCK,ISO.,alfa,1,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB 90 SUPINE TUCK,TTB 90 SUPINE,TUCK,ISO.,alfa,1,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB OL TUCK,TTB OL,TUCK,CON.,alfa,1,1,TTB,
CORE,CORE ANTERIOR,ABS,ABS  TUCK,ABS ,TUCK,ISO.,alfa,1,2,TTB,
CORE,CORE ANTERIOR,ABS,ABS SIDE  CRUNCH,ABS SIDE ,CRUNCH,ISO.,alfa,1,2,TTB,
CORE,CORE ANTERIOR,ABS,ABS  CRUNCH,ABS ,CRUNCH,ISO.,alfa,1,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB 90 SUPINE TUCK,TTB 90 SUPINE,TUCK,ISO.,alfa,1,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB 90 TUCK,TTB 90,TUCK,CON.,alfa,1,2,TTB,
CORE,CORE ANTERIOR,ABS,ABS PIKE CRUNCH,ABS PIKE,CRUNCH,CON.,alfa,1,2,TTB,
CORE,CORE ANTERIOR,ABS,ABS HINGE  STR,ABS HINGE ,STR,CON.,alfa,1,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB OL SCISSOR 90 TUCK,TTB OL SCISSOR 90,TUCK,CON.,alfa,1,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB  TUCK,TTB ,TUCK,CON.,alfa,1,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,OA ASSISTED VERTICAL,OA ASSISTED,VERTICAL,ISO.,alfa,1,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BA MID TUCK,TTB 90 BA MID,TUCK,ISO.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BA TOP TUCK,TTB 90 BA TOP,TUCK,ISO.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BA MID SUPINE TUCK,TTB 90 BA MID SUPINE,TUCK,CON.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BA TOP SUPINE TUCK,TTB 90 BA TOP SUPINE,TUCK,CON.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB  TUCK,TTB ,TUCK,ISO.,alfa,1,3,TTB,
CORE,CORE ANTERIOR,CORE ANTERIOR,ABS HINGE FULL,ABS HINGE,FULL,CON.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB 90 SUPINE STR,TTB 90 SUPINE,STR,ISO.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB 90 STR,TTB 90,STR,ISO.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB OL  PIKE,TTB OL ,PIKE,CON.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB SUPINE TUCK TO STR,TTB SUPINE TUCK TO,STR,EXC.,alfa,1,3,TTB,
