PATRON PRINCIPAL,CATEGORIA PRINCIPAL,CATEGORIA SECUNDARIA,Ejercicio,Ejercicio 2,Posicion,Esfuerzo,Nivel,Código Numérico,Dificultad Relativa,Ruta,Movilidad Relacionada A
CORE,CORE POSTERIOR,ESPINALES,ESPINAL JEFFERSON ,ESPINAL JEFFERSON,,CON.,delta,2,1,HR,
CORE,CORE POSTERIOR,ESPINALES,ESPINAL TORSION ,ESPINAL TORSION,,CON.,delta,2,2,HR,
CORE,CORE POSTERIOR,ESPINALES,ESPINAL 360 ,ESPINAL 360,,CON.,delta,2,3,HR,
CORE,CORE POSTERIOR,ESPINALES,ESPINAL A 1  ,ESPINAL A 1 ,,CON.,sigma,3,1,HR,
CORE,CORE POSTERIOR,ESPINALES,ESPINAL A 1 TORSION ,ESPINAL A 1 TORSION,,CON.,sigma,3,2,HR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW STANDING,ROW,STANDING,CON.,alfa,1,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW  HORIZONTAL,ROW ,HORIZONTAL,EXC.,alfa,1,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW INCLINED,ROW,INCLINED,ISO.,alfa,1,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW  INCLINED,ROW ,INCLINED,CON.,alfa,1,2,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW HORZONTAL,ROW,HORZONTAL,ISO.,alfa,1,2,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW DECLINED,ROW,DECLINED,EXC.,alfa,1,2,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW WIDE HORIZONTAL,ROW WIDE,HORIZONTAL,EXC.,alfa,1,2,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW OH INCLINED,ROW OH,INCLINED,CON.,alfa,1,2,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW HORIZONTAL,ROW,HORIZONTAL,CON.,alfa,1,3,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW HORIZONTAL,ROW,HORIZONTAL,CON.,alfa,1,3,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW DECLINED,ROW,DECLINED,ISO.,alfa,1,3,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW BULGARO,ROW,BULGARO,EXC.,alfa,1,3,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW WIDE HORIZONTAL,ROW WIDE,HORIZONTAL,ISO.,alfa,1,3,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW OH HORIZONTAL,ROW OH,HORIZONTAL,CON.,alfa,1,3,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW OA INCLINED,ROW OA,INCLINED,EXC.,alfa,1,3,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW DECLINED,ROW,DECLINED,CON.,delta,2,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW TYPEWRITER INCLINED,ROW TYPEWRITER,INCLINED,CON.,delta,2,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW WIDE HORIZONTAL,ROW WIDE,HORIZONTAL,CON.,delta,2,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW DECLINED,ROW,DECLINED,CON.,delta,2,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW OH DECLINED,ROW OH,DECLINED,CON.,delta,2,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW BULGARO HORIZONTAL,ROW BULGARO,HORIZONTAL,ISO.,delta,2,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW OA INCLINED,ROW OA,INCLINED,ISO.,delta,2,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW TYPEWRITER HORIZONTAL,ROW TYPEWRITER,HORIZONTAL,CON.,delta,2,2,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW BULGARO HORIZONTAL,ROW BULGARO,HORIZONTAL,CON.,delta,2,2,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW OA INCLINED,ROW OA,INCLINED,CON.,delta,2,2,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW A LA CINTURA  INCLINED,ROW A LA CINTURA ,INCLINED,CON.,delta,2,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW OA HORIZONTAL,ROW OA,HORIZONTAL,EXC.,delta,2,3,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW ARCHER HORIZONTAL,ROW ARCHER,HORIZONTAL,CON.,delta,2,3,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW A LA CINTURA  INCLINED,ROW A LA CINTURA ,INCLINED,ISO.,delta,2,3,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW A LA CINTURA  HORIZONTAL,ROW A LA CINTURA ,HORIZONTAL,CON.,delta,2,3,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT RING TUCK,ROW FRONT RING,TUCK,CON.,delta,2,3,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT PIKE,ROW FRONT,PIKE,CON.,sigma,3,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW A LA CINTURA  HORIZONTAL,ROW A LA CINTURA ,HORIZONTAL,ISO.,sigma,3,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW OA  HORIZONTAL,ROW OA ,HORIZONTAL,ISO.,sigma,3,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT WIDE  TUCK,ROW FRONT WIDE ,TUCK,CON.,sigma,3,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),BA FL TUCK,BA FL,TUCK,ISO.,sigma,3,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT  ADV TUCK,ROW FRONT ,ADV TUCK,CON.,sigma,3,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT PIKE,ROW FRONT,PIKE,ISO.,sigma,3,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT WIDE  PIKE,ROW FRONT WIDE ,PIKE,CON.,sigma,3,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT WIDE  ADV TUCK,ROW FRONT WIDE ,ADV TUCK,CON.,sigma,3,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),BA FL WIDE TUCK,BA FL WIDE,TUCK,ISO.,sigma,3,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW OA DECLINED,ROW OA,DECLINED,CON.,sigma,3,2,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT  SUPER ADV,ROW FRONT ,SUPER ADV,CON.,sigma,3,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),BA FL  ADV TUCK,BA FL ,ADV TUCK,ISO.,sigma,3,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT WIDE  PIKE,ROW FRONT WIDE ,PIKE,ISO.,omega,4,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),BA FL WIDE ADV TUCK,BA FL WIDE,ADV TUCK,ISO.,omega,4,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW OA  DECLINED,ROW OA ,DECLINED,ISO.,omega,4,1,OAR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT WIDE  SUPER ADV,ROW FRONT WIDE ,SUPER ADV,CON.,omega,4,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),BA FL  SUPER ADV,BA FL ,SUPER ADV,ISO.,omega,4,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT  STRADDLE,ROW FRONT ,STRADDLE,CON.,omega,4,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),BA FL  STRADDLE,BA FL ,STRADDLE,ISO.,omega,4,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),BA FL WIDE SUPER ADV,BA FL WIDE,SUPER ADV,ISO.,omega,4,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT WIDE  STRADDLE,ROW FRONT WIDE ,STRADDLE,CON.,omega,4,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT  HALF LAYOUT,ROW FRONT ,HALF LAYOUT,CON.,omega,4,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT WIDE  HALF LAYOUT,ROW FRONT WIDE ,HALF LAYOUT,CON.,spartan,5,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),BA FL WIDE STRADDLE,BA FL WIDE,STRADDLE,ISO.,spartan,5,1,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),BA FL  HALF LAYOUT,BA FL ,HALF LAYOUT,ISO.,spartan,5,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),ROW FRONT  FULL,ROW FRONT ,FULL,CON.,spartan,5,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),BA FL WIDE HALF LAYOUT,BA FL WIDE,HALF LAYOUT,CON.,spartan,5,2,FLR,
PULL,PULL HORIZONTAL,PULL HORIZONTAL (BENT ARM),BA FL  FULL,BA FL ,FULL,CON.,spartan,5,2,FLR,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,RETRAC. BAR VERTICAL,RETRAC. BAR,VERTICAL,CON.,alfa,1,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,RETRAC. BAR FLEX VERTICAL,RETRAC. BAR FLEX,VERTICAL,CON.,alfa,1,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,HOLLOW  VERTICAL,HOLLOW ,VERTICAL,ISO.,alfa,1,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP RACK ,PL.UP,RACK ,EXC.,alfa,1,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,CH.UP RACK ,CH.UP,RACK ,EXC.,alfa,1,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP TOP AUSTRALIAN,PL.UP TOP,AUSTRALIAN,ISO.,alfa,1,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP MID  AUSTRALIAN,PL.UP MID ,AUSTRALIAN,ISO.,alfa,1,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,STANDING MUSCLE UP  INCLINED ,STANDING MUSCLE UP ,INCLINED ,EXC.,alfa,1,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,STANDING MU TRANSITION INCLINED,STANDING MU TRANSITION,INCLINED,EXC.,alfa,1,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,FALSE GRIP ROWS INCLINED,FALSE GRIP ROWS,INCLINED,CON.,alfa,1,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,HANG  FALSE GRIP,HANG ,FALSE GRIP,ISO.,alfa,1,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TOP BENT  FALSE GRIP RACK ,TOP BENT  FALSE GRIP,RACK ,ISO.,alfa,1,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MID BENT  FALSE GRIP RACK ,MID BENT  FALSE GRIP,RACK ,ISO.,alfa,1,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,BOTTOM  DIP  RACK ,BOTTOM  DIP ,RACK ,ISO.,alfa,1,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,STANDING MUSCLE UP  INCLINED ,STANDING MUSCLE UP ,INCLINED ,CON.,alfa,1,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,STANDING MU TRANSITION INCLINED,STANDING MU TRANSITION,INCLINED,CON.,alfa,1,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,RETRAC. BAR VERTICAL,RETRAC. BAR,VERTICAL,ISO.,alfa,1,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,RETRAC. BAR FLEX VERTICAL,RETRAC. BAR FLEX,VERTICAL,ISO.,alfa,1,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP AUSTRALIAN,PL.UP,AUSTRALIAN,CON.,alfa,1,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP RACK ,PL.UP,RACK ,CON.,alfa,1,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP JUMPING,PL.UP,JUMPING,CON.,alfa,1,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP MID  RACK ,PL.UP MID ,RACK ,ISO.,alfa,1,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP TOP RACK ,PL.UP TOP,RACK ,ISO.,alfa,1,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP ASSIST,PL.UP,ASSIST,EXC.,alfa,1,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,CH.UP ASSIST,CH.UP,ASSIST,EXC.,alfa,1,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP  RACK ,MUSCLE UP ,RACK ,EXC.,alfa,1,3,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MU TRANSITION RACK ,MU TRANSITION,RACK ,EXC.,alfa,1,3,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,KIP PL.UP FALSE GRIP RACK ,KIP PL.UP FALSE GRIP,RACK ,EXC.,alfa,1,3,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,FALSE GRIP PL.UP RACK,FALSE GRIP PL.UP,RACK,EXC.,alfa,1,3,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP MID  ASSIST,PL.UP MID ,ASSIST,ISO.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP TOP ASSIST,PL.UP TOP,ASSIST,ISO.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,HANG CHANGE GRIP ASSIST,HANG CHANGE GRIP,ASSIST,CON.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP STRICT,PL.UP,STRICT,EXC.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,CH.UP STRICT,CH.UP,STRICT,EXC.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP ASSISTED ,PL.UP,ASSISTED ,CON.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,CH.UP ASSISTED ,CH.UP,ASSISTED ,CON.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP  WIDE,PL.UP ,WIDE,EXC.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,BULGARIAN PL.UP RACK,BULGARIAN PL.UP,RACK,CON.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,ARCHER PL.UP RACK,ARCHER PL.UP,RACK,EXC.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TYPERWITER PL.UP RACK,TYPERWITER PL.UP,RACK,EXC.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,L SIT PL.UP STRICT,L SIT PL.UP,STRICT,EXC.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,L SIT CH.UP STRICT,L SIT CH.UP,STRICT,EXC.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP COMMANDO,PL.UP,COMMANDO,EXC.,alfa,1,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,ASSISTED KIP MU RACK,ASSISTED KIP MU,RACK,CON.,delta,2,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,ASSISTED MU TRANSITION RACK,ASSISTED MU TRANSITION,RACK,CON.,delta,2,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,FALSE GRIP PL.UP RACK,FALSE GRIP PL.UP,RACK,CON.,delta,2,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP TOP STRICT,PL.UP TOP,STRICT,ISO.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP MID  STRICT,PL.UP MID ,STRICT,ISO.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,CH.UP TOP L-SIT,CH.UP TOP,L-SIT,ISO.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,ARCHER PL.UP RACK,ARCHER PL.UP,RACK,CON.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TYPERWITER PL.UP RACK,TYPERWITER PL.UP,RACK,CON.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,CH.UP MID  L-SIT,CH.UP MID ,L-SIT,ISO.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP TOP L-SIT,PL.UP TOP,L-SIT,ISO.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP MID  L-SIT,PL.UP MID ,L-SIT,ISO.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PULL UP STRICT,PULL UP,STRICT,CON.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,CHIN UP STRICT,CHIN UP,STRICT,CON.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,HANG CHANGE GRIP STRICT,HANG CHANGE GRIP,STRICT,CON.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,ARCHER PL.UP ASSIST,ARCHER PL.UP,ASSIST,EXC.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TYPERWITER PL.UP ASSIST,TYPERWITER PL.UP,ASSIST,EXC.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP TOP WIDE,PL.UP TOP,WIDE,ISO.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP MID  WIDE,PL.UP MID ,WIDE,ISO.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP BULGARIAN,PL.UP,BULGARIAN,EXC.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP COMMANDO,PL.UP,COMMANDO,CON.,delta,2,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,KIP MU RACK,KIP MU,RACK,CON.,delta,2,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MU TRANSITION RACK,MU TRANSITION,RACK,CON.,delta,2,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,FALSE GRIP PL.UP VERTICAL,FALSE GRIP PL.UP,VERTICAL,EXC.,delta,2,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,FALSE GRIP BA TOP VERTICAL,FALSE GRIP BA TOP,VERTICAL,ISO.,delta,2,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,FALSE GRIP BA MID VERTICAL,FALSE GRIP BA MID,VERTICAL,ISO.,delta,2,2,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP ARCHER,PL.UP,ARCHER,EXC.,delta,2,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP TYPEWRITER,PL.UP,TYPEWRITER,ISO.,delta,2,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP BULGARIAN,PL.UP,BULGARIAN,CON.,delta,2,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PULL OVER STRICT,PULL OVER,STRICT,CON.,delta,2,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,CHANGE GRIP MID STRICT,CHANGE GRIP MID,STRICT,CON.,delta,2,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,CHANGE GRIP TOP STRICT,CHANGE GRIP TOP,STRICT,CON.,delta,2,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP WIDE,PL.UP,WIDE,CON.,delta,2,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP L-SIT,PL.UP,L-SIT,CON.,delta,2,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,CH.UP L-SIT,CH.UP,L-SIT,CON.,delta,2,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP EXPLOSIVE L-SIT,PL.UP EXPLOSIVE,L-SIT,CON.,delta,2,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,CH.UP EXPLOSIVE L-SIT,CH.UP EXPLOSIVE,L-SIT,CON.,delta,2,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP RINGS ASSISTED,MUSCLE UP RINGS,ASSISTED,EXC.,delta,2,3,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MU TRANSITION  ASSISTED,MU TRANSITION ,ASSISTED,EXC.,delta,2,3,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,FALSE GRIP PL.UP VERTICAL,FALSE GRIP PL.UP,VERTICAL,CON.,delta,2,3,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,FALSE GRIP BA TOP FLYS VERTICAL,FALSE GRIP BA TOP FLYS,VERTICAL,CON.,delta,2,3,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,FALSE GRIP BA MID FLYS VERTICAL,FALSE GRIP BA MID FLYS,VERTICAL,CON.,delta,2,3,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP EXPLOSIVE BULGARIAN,PL.UP EXPLOSIVE,BULGARIAN,CON.,delta,2,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP WIDE EXPLOSIVE,PL.UP WIDE,EXPLOSIVE,CON.,delta,2,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP WIDE L-SIT,PL.UP WIDE,L-SIT,CON.,delta,2,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,BULGARIAN PL.UP L-SIT,BULGARIAN PL.UP,L-SIT,CON.,delta,2,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP TYPEWRITER,PL.UP,TYPEWRITER,CON.,delta,2,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP ARCHER,PL.UP,ARCHER,CON.,delta,2,3,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP L-SIT TOP  ARCHER,PL.UP L-SIT TOP ,ARCHER,ISO.,sigma,3,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP L-SIT MID  ARCHER,PL.UP L-SIT MID ,ARCHER,ISO.,sigma,3,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP L-SIT ARCHER ,PL.UP L-SIT,ARCHER ,CON.,sigma,3,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP WIDE TYPEWRITER,PL.UP WIDE,TYPEWRITER,CON.,sigma,3,1,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP  RINGS,MUSCLE UP ,RINGS,EXC.,sigma,3,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MU TRANSITION  RINGS,MU TRANSITION ,RINGS,EXC.,sigma,3,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,RINGS SWING VERTICAL,RINGS SWING,VERTICAL,CON.,sigma,3,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,RING SWING KIPPING MU ASSISTED,RING SWING KIPPING MU,ASSISTED,CON.,sigma,3,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,MUSCLE UP RINGS ASSISTED,MUSCLE UP RINGS,ASSISTED,CON.,sigma,3,1,MU,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,PL.UP L-SIT EXPLOSIVE ARCHER,PL.UP L-SIT EXPLOSIVE,ARCHER,CON.,sigma,3,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA HANG RETRACCION STRICT,OA HANG RETRACCION,STRICT,CON.,sigma,3,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAP ASSISTED ,OAP,ASSISTED ,EXC.,sigma,3,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAC ASSISTED ,OAC,ASSISTED ,EXC.,sigma,3,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAP TOP ASSISTED ,OAP TOP,ASSISTED ,ISO.,sigma,3,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAP MID ASSISTED ,OAP MID,ASSISTED ,ISO.,sigma,3,2,OAP,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OAC TOP ASSISTED ,OAC TOP,ASSISTED ,ISO.,sigma,3,2,OAP,
